num_pairs,total_persistence,max_life,entropy,quality,h1_lifetime
3,8.181774691163909,4.571105269401743,0.94565633700134,5,6.599415126449507
3,3.944113863228652,2.567139413930965,0.8553052007668781,5,6.9426670754352715
3,1.9668568970402285,1.0546797673905348,0.8676440859304397,5,5.0751998667768055
2,5.584734882799408,3.982369146172922,0.5993697720963455,6,6.5855174242809165
3,8.181774691163909,4.571105269401743,0.94565633700134,5,6.599415126449507
4,8.263325068707156,4.263861525903504,1.0000005871255282,5,6.212768807325979
4,9.075102816245085,3.1391251685983894,1.3302891072299552,5,6.434364123917771
3,7.957639027138701,4.023730820611663,0.992083868840561,7,7.248898688278805
3,5.184135787154704,2.3756641384866617,1.0464615948515192,7,6.624956288730784
2,8.719634939347563,6.9710548779379975,0.5011413048517657,5,7.524334163092103
4,8.798267939576812,3.676922436511238,1.2887101927147506,5,5.294971482494573
2,8.719634939347563,6.9710548779379975,0.5011413048517657,5,7.524334163092103
3,11.322435459137022,5.326987419855183,0.8826462727552475,5,7.381725538947869
4,40.569312714982864,11.211082162820093,1.3809112778441723,5,14.253853098655723
3,14.864165051545932,7.9674827988744195,0.773414158841685,5,16.22300767710003
3,15.731879428071773,8.553535398058564,0.7991455335540409,5,16.249517365316215
2,7.211589803471715,4.619372024678624,0.6531020351620191,7,8.296520214004747
4,23.16913293568846,15.210513049837264,0.9864494972943542,5,19.58761268927473
4,9.907825164399396,4.669437239786865,1.249766558766936,4,7.719849238195144
3,18.7459619636358,12.53004838735332,0.859530555485672,6,15.645793327336836
4,5.828166444799779,2.7023555958401495,1.2221081098278406,6,8.248555128036273
3,9.07735019569885,3.2863569034549345,1.095848615886168,5,6.137663836123819
4,11.341235376318743,4.3766842140487,1.3259274859377097,5,6.88049878326933
4,9.036885736320727,3.821966134055058,1.1635352176833327,5,5.302030907472329
4,4.840120741452957,3.3283981546756927,0.8744564524792535,6,3.942366726064131
4,7.309519241196042,3.821788169441665,1.1559243223661353,5,6.16393382143571
4,5.384588024266954,2.6374555671930167,1.052672109397777,5,6.644676377666395
4,11.341235376318743,4.3766842140487,1.3259274859377097,5,6.88049878326933
4,7.526994496604687,3.251196162713261,1.038943102300813,5,6.176171929586981
3,4.034147740044659,1.770570164293019,1.0408841995256612,6,6.460275551238333
4,3.6127009978106175,1.9170228527656563,0.8205049810768087,5,6.189893381436452
3,3.561046651972112,2.572757184700275,0.7255490665852349,6,6.092981008239867
3,7.160082434327299,4.264246867262305,0.8771058347611216,5,7.266072717414717
3,12.48313376914477,10.626049807934695,0.5183328309844717,6,17.88090703064281
4,8.924042934422994,3.4174242383788203,1.2520802417397043,5,5.137973985310152
4,5.625452577568563,4.648274047841376,0.6018793114118853,6,9.101289684014318
3,6.2227195387081125,3.2278561601351594,0.8444459552346306,6,5.34058566916382
4,4.017449197584855,1.2733631463126152,1.3582877558830149,7,4.915911363332034
3,8.876564747606501,5.11230355482764,0.9753555805428149,4,11.632507392007401
3,7.762742159786202,5.821077460051788,0.5755884537441767,5,7.6884644362618975
3,7.762742159786202,5.821077460051788,0.5755884537441767,5,7.6884644362618975
4,9.937600145158775,3.5143295081522306,1.3524675339921857,4,4.143327255476828
2,9.584589319666671,8.963097423663624,0.24008985795788915,6,14.08443608855415
4,23.073980163478232,7.630319107825958,1.3607329027644064,5,9.204073356307614
3,9.565224430911826,4.235280528267874,1.0420261980416483,5,7.907171516902877
3,22.51454973942399,12.164073940530903,0.9717106039658066,4,14.986261644568387
2,9.56618325113767,5.832876088928535,0.6688646418244095,5,8.979721609661201
4,4.126225547068968,1.5165895109189622,1.1605479966492198,5,6.888868933589955
4,7.877155129955556,3.7112391205884414,1.0956035733085272,5,7.181412629365999
3,8.835777014943181,4.989429127747371,0.8621185834971028,5,6.618496281120253
4,8.269310757394553,5.594953528016527,0.9334440706904961,5,6.832220121032988
3,6.9147795185223,2.870941338599122,1.0838738115664062,6,6.819796169168169
3,7.19970833728331,3.089299021537922,1.0737975991162871,6,7.002958957698225
3,9.790588731512221,5.189108882991502,0.7218173681690334,5,8.678664868540247
2,7.151569651570249,3.7131688410258805,0.6924089252872095,6,6.454230369816354
4,8.083298080707054,3.5774028993391336,1.0727088695817555,5,5.393537538212344
3,9.237169591522232,6.22355613757416,0.6965279476442103,5,8.34838005629403
2,12.321250512396759,8.532380838368102,0.6170913445582955,5,12.482452908518786
3,5.094563139037859,2.556107750506584,0.9786014829956258,5,3.3605059367798717
4,8.18308820838421,2.948774370365794,1.1971045681478114,6,4.9194928246297955
4,8.52223820045863,3.814531513860185,1.121487244703161,5,4.940522841536722
3,10.20811498100112,5.748780277882383,0.7691362309964871,5,6.6361999686477855
4,5.889923505965371,2.278093653626778,1.2009879422130134,7,3.842163081895549
3,4.23270769353116,1.5080768278330212,1.096938040826532,5,5.314321637304792
3,10.925020582925487,5.872041123910578,0.9944493461820121,5,8.553617985852213
3,10.925020582925487,5.872041123910578,0.9944493461820121,5,8.553617985852213
3,6.476735240926903,2.591117059352057,1.0642639135539078,5,4.540206300552056
3,5.2798722877253415,2.5636028251900234,0.994498400345058,5,6.122257708086675
4,4.22764057649807,2.420476830527557,0.845355745143036,5,6.3340946372371745
4,11.277198766909171,4.470037500945981,1.2275947498049788,6,6.988869393614972
4,6.367099512023925,2.2318705672930386,1.3457461493068708,6,5.234118111567868
4,7.974380565153427,3.315346686537624,1.2049676788976864,5,7.3073403051608095
4,7.886687348729268,3.2029541375302877,1.172515867224633,5,7.435872933908183
4,9.271596919139608,3.2591696784808266,1.330205265842022,4,4.936313923859833
4,6.503473155009063,2.786790813723064,1.1396065418453767,5,8.5775394025855
3,7.459329242948561,3.0068304333957023,1.0532128476637685,5,7.473160801504513
3,7.459329242948561,3.0068304333957023,1.0532128476637685,5,7.473160801504513
3,6.019415692054631,2.7295517062998425,1.047818919097813,6,6.848034460308186
3,4.875106058533735,3.092480204736291,0.8377011536773011,5,6.682652132604492
4,22.739759333976007,8.81718227994861,1.2091039572331381,4,9.973433933148161
3,9.968051130666016,4.624397288735455,1.0129018561404763,5,6.603491254849348
4,21.38260026701692,16.914100451894928,0.7112609356302411,5,24.331790930920384
4,9.463705140241409,4.067851919503649,1.2462957256253409,5,4.889630614004627
4,16.88924135872468,14.546855612472438,0.5195758255082401,5,19.99664437387733
3,5.439330612717341,2.7612245000299698,0.9328193862332561,6,4.890482711443989
